ticker,sector,ind,country,atr,ipo,index
"DUG","Financial","Exchange Traded Fund","USA","1.82","2007-02-01","0"
"HNRG","Basic Materials","Nonmetallic Mineral Mining","USA","0.16","1997-01-20","0"
"CNX","Basic Materials","Independent Oil & Gas","USA","0.47","1999-04-30","0"
"CFX","Industrial Goods","Diversified Machinery","USA","1.03","2008-05-08","0"
"JHG","Financial","Asset Management","United Kingdom","0.56",NULL,"0"
"AMED","Healthcare","Home Health Care","USA","3.68","1994-08-18","0"
"SPXL","Financial","Exchange Traded Fund","USA","1.80","2008-11-05","0"
"PAYX","Services","Staffing & Outsourcing Services","USA","1.64","1990-03-26","1"
"JBL","Technology","Printed Circuit Boards","USA","0.86","1993-05-03","0"
"FBGX","Financial","Exchange Traded Fund","USA","6.44","2014-06-11","0"
"MRK","Healthcare","Drug Manufacturers - Major","USA","1.69","1970-01-02","2"
"BIDU","Technology","Internet Information Providers","China","3.36","2005-08-05","0"
"VAC","Services","Resorts & Casinos","USA","3.34","2011-11-08","0"
"GDP","Basic Materials","Independent Oil & Gas","USA","0.51","1987-12-30","0"
"HUN","Basic Materials","Chemicals - Major Diversified","USA","0.89","2005-02-14","0"
"BK","Financial","Asset Management","USA","1.03","1973-05-03","1"
"ANAT","Financial","Property & Casualty Insurance","USA","2.44","1984-09-07","0"
"BSET","Consumer Goods","Home Furnishings & Fixtures","USA","0.63","1984-09-07","0"
"PKB","Financial","Exchange Traded Fund","USA","0.43","2005-10-26","0"
"ITB","Financial","Exchange Traded Fund","USA","0.64","2006-05-05","0"
"ANIX","Healthcare","Medical Laboratories & Research","USA","0.21",NULL,"0"
"STM","Technology","Semiconductor - Broad Line","Switzerland","0.48","1994-12-08","0"
"IBM","Technology","Information Technology Services","USA","2.71","1962-01-02","2"
"ELP","Utilities","Electric Utilities","Brazil","0.42","1998-06-03","0"
"RPD","Technology","Application Software","USA","2.11",NULL,"0"
"ODC","Basic Materials","Specialty Chemicals","USA","1.19","1990-03-26","0"
"FICO","Technology","Business Software & Services","USA","11.76","1992-02-25","0"
"TTD","Technology","Application Software","USA","12.25",NULL,"0"
"OFLX","Industrial Goods","Industrial Equipment & Components","USA","3.33","2005-08-01","0"
"DD","Basic Materials","Chemicals - Major Diversified","USA","1.91","1962-01-02","2"
"ITMR","Healthcare","Medical Appliances & Equipment","Israel","0.46",NULL,"0"
"HXL","Industrial Goods","Aerospace/Defense Products & Services","USA","1.65","1987-11-05","0"
"WTRE","Financial","Insurance Brokers","Bermuda","1.13",NULL,"0"
"UAG","Financial","Exchange Traded Fund","USA","0.18","2008-04-04","0"
"AEO","Services","Apparel Stores","USA","0.89","1994-04-14","0"
"TGLS","Industrial Goods","General Building Materials","Colombia","0.21","2012-05-10","0"
"PAYC","Technology","Application Software","USA","9.10","2014-04-15","0"
"MAN","Services","Staffing & Outsourcing Services","USA","2.24","1988-10-05","0"
"FORK","Consumer Goods","Home Furnishings & Fixtures","China","0.15",NULL,"0"
"LEE","Services","Publishing - Newspapers","USA","0.09","1987-11-05","0"
"LCNB","Financial","Regional - Mid-Atlantic Banks","USA","0.49","1999-10-26","0"
"MASI","Healthcare","Medical Instruments & Supplies","USA","4.50","2007-08-08","0"
"ATEX","Technology","Telecom Services - Domestic","USA","1.95",NULL,"0"
"EME","Industrial Goods","General Contractors","USA","1.84","1995-12-28","0"
"LULU","Consumer Goods","Textile - Apparel Clothing","Canada","5.72","2007-07-27","0"
"INTC","Technology","Semiconductor - Broad Line","USA","1.14","1980-03-17","2"
"VMC","Industrial Goods","General Building Materials","USA","3.19","1988-01-05","1"
"DAN","Consumer Goods","Auto Parts","USA","0.72","2008-01-02","0"
"CHUY","Services","Restaurants","USA","0.88","2012-07-24","0"
"IONS","Healthcare","Biotechnology","USA","2.27",NULL,"0"
"EVX","Financial","Exchange Traded Fund","USA","1.27","2006-10-16","0"
"FCFS","Financial","Credit Services","USA","2.78","1992-08-17","0"
"CHL","Technology","Wireless Communications","Hong Kong","0.54","1997-10-22","0"
"LKSD","Services","Business Services","USA","0.14",NULL,"0"
"HSIC","Services","Medical Equipment Wholesale","USA","1.44","1995-11-03","1"
"NCLH","Services","Resorts & Casinos","USA","1.23","2013-01-18","0"
"UPRO","Financial","Exchange Traded Fund","USA","1.90","2009-06-25","0"
"SMED","Industrial Goods","Waste Management","USA","0.21","1999-05-24","0"
"ATRC","Healthcare","Medical Instruments & Supplies","USA","1.20","2005-08-05","0"
"CWEB","Financial","Exchange Traded Fund","USA","0.80",NULL,"0"
"MKSI","Technology","Scientific & Technical Instruments","USA","2.87","1999-03-30","0"
"RNG","Technology","Application Software","USA","4.69","2013-09-27","0"
"CLCT","Services","Business Services","USA","1.09","1999-11-05","0"
"XPO","Services","Air Delivery & Freight Services","USA","2.56","2003-10-07","0"
"DGX","Healthcare","Medical Laboratories & Research","USA","1.63","1996-12-26","1"
"FRSX","Technology","Scientific & Technical Instruments","Israel","0.13",NULL,"0"
"CATM","Services","Business Services","USA","1.14","2007-12-13","0"
"LITE","Technology","Communication Equipment","USA","2.21",NULL,"0"
"YI",,,,NULL,NULL,"0"
"DE","Industrial Goods","Farm & Construction Machinery","USA","4.12","1972-06-01","1"
"ETV","Financial","Closed-End Fund - Equity","USA","0.18","2005-06-28","0"
"CHTR","Services","CATV Systems","USA","7.55","2010-01-05","0"
"QVCD",,,,NULL,NULL,"0"
"BUI","Financial","Closed-End Fund - Equity","USA","0.40","2011-11-23","0"
"FSTR","Services","Railroads","USA","0.99","1990-03-26","0"
"FEDU","Services","Education & Training Services","China","0.10",NULL,"0"
"VBFC","Financial","Regional - Mid-Atlantic Banks","USA","0.85","1996-04-01","0"
"PCAR","Consumer Goods","Trucks & Other Vehicles","USA","1.69","1986-07-09","1"
"ENIA","Utilities","Electric Utilities","Chile","0.19",NULL,"0"
"AAWW","Services","Air Services, Other","USA","1.45","2005-11-09","0"
"OKTA","Technology","Technical & System Software","USA","6.31",NULL,"0"
"KF","Financial","Closed-End Fund - Foreign","USA","0.38","1987-11-05","0"
"HZO","Services","Specialty Retail, Other","USA","0.58","1998-06-03","0"
"REGN","Healthcare","Biotechnology","USA","8.41","1991-04-02","1"
"AJX","Financial","REIT - Diversified","USA","0.25",NULL,"0"
"CSLT","Technology","Application Software","USA","0.09","2014-03-14","0"
"COHR","Technology","Scientific & Technical Instruments","USA","6.68","1990-03-26","0"
"HMNF","Financial","Savings & Loans","USA","0.57","1994-06-30","0"
"CTB","Consumer Goods","Rubber & Plastics","USA","0.82","1987-11-05","0"
"NOW","Technology","Information Technology Services","USA","7.95","2012-06-29","0"
"STLD","Basic Materials","Steel & Iron","USA","1.12","1996-11-22","0"
"SSKN","Healthcare","Medical Instruments & Supplies","USA","0.15",NULL,"0"
"LODE","Basic Materials","Gold","USA","0.01","2010-07-21","0"
"SURF","Healthcare","Biotechnology","USA","0.17",NULL,"0"
"CQP","Basic Materials","Oil & Gas Pipelines","USA","1.25","2007-03-21","0"
"INFY","Technology","Information Technology Services","India","0.20","1999-03-11","0"
"EPZM","Healthcare","Biotechnology","USA","0.74","2013-05-31","0"
"WIX","Technology","Internet Information Providers","Israel","4.37","2013-11-06","0"
"INOV","Technology","Healthcare Information Services","USA","0.62",NULL,"0"
"TKR","Industrial Goods","Machine Tools & Accessories","USA","1.29","1985-07-01","0"
"DBI","Services","Apparel Stores","USA","0.83",NULL,"0"
"DWSN","Basic Materials","Oil & Gas Equipment & Services","USA","0.13","1990-03-26","0"
"ZIOP","Healthcare","Biotechnology","USA","0.30","2005-08-24","0"
"EBTC","Financial","Savings & Loans","USA","0.85","2005-02-14","0"
"MSC","Services","Resorts & Casinos","Hong Kong","0.31","2012-05-10","0"
"ENSG","Healthcare","Long-Term Care Facilities","USA","1.60","2007-11-09","0"
"MRLN","Financial","Mortgage Investment","USA","0.85","2003-11-12","0"
"CAMP","Technology","Communication Equipment","USA","0.39","1984-09-07","0"
"FLGE","Financial","Exchange Traded Fund","USA","6.69","2014-06-11","0"
"EET","Financial","Exchange Traded Fund","USA","1.47","2009-06-04","0"
"AMTB","Financial","Regional - Midwest Banks","USA","0.96",NULL,"0"
"JD","Technology","Internet Information Providers","China","1.03","2014-05-22","0"
"STNE","Technology","Application Software","Brazil","1.69",NULL,"0"
"SYF","Financial","Credit Services","USA","0.80","2014-07-31","1"
"MLP","Financial","Real Estate Development","USA","0.37","1996-01-02","0"
"MXC","Basic Materials","Independent Oil & Gas","USA","0.26","1997-03-05","0"
"PSJ","Financial","Exchange Traded Fund","USA","1.99","2005-06-23","0"
"TAL","Services","Education & Training Services","USA","0.98","2005-10-12","0"
"UCC","Financial","Exchange Traded Fund","USA","2.23","2007-02-02","0"
"HBI","Consumer Goods","Textile - Apparel Clothing","USA","0.61","2006-09-06","1"
"RVEN","Financial","REIT - Residential","USA","0.31",NULL,"0"
"UVE","Financial","Property & Casualty Insurance","USA","0.93","2003-06-06","0"
"CEA","Services","Major Airlines","China","0.57","1997-02-04","0"
"FLY","Services","Rental & Leasing Services","Ireland","0.67","2007-09-28","0"
"CHEF","Services","Food Wholesale","USA","1.10","2011-07-28","0"
"PI","Technology","Communication Equipment","USA","1.67",NULL,"0"
"BKJ","Financial","Savings & Loans","USA","0.40","2008-06-03","0"
"PGZ","Financial","Asset Management","USA","0.32","2013-06-26","0"
"NDSN","Industrial Goods","Diversified Machinery","USA","3.71","1990-03-26","0"
"ATRI","Healthcare","Medical Instruments & Supplies","USA","16.81","1984-09-07","0"
"GPN","Services","Business Services","USA","4.00","2001-01-16","1"
"TCS","Services","Specialty Retail, Other","USA","0.23","2013-11-01","0"
"GURE","Basic Materials","Specialty Chemicals","China","0.05","2006-10-23","0"
"THC","Healthcare","Hospitals","USA","1.30","1982-01-04","0"
"GT","Consumer Goods","Rubber & Plastics","USA","0.59","1970-01-02","1"
"MVV","Financial","Exchange Traded Fund","USA","1.06","2006-06-21","0"
"GULF","Financial","Exchange Traded Fund","USA","0.24","2008-07-16","0"
"BOTZ","Financial","Exchange Traded Fund","USA","0.32",NULL,"0"
"FAST","Services","Industrial Equipment Wholesale","USA","0.82","1990-03-26","1"
"EXPD","Services","Air Delivery & Freight Services","USA","1.52","1990-03-26","1"
"AMX","Technology","Wireless Communications","Mexico","0.36","2001-02-12","0"
"PYPL","Financial","Credit Services","USA","2.84",NULL,"1"
"IAF","Financial","Asset Management","USA","0.07","1988-02-25","0"
"SIVB","Financial","Regional - Pacific Banks","USA","7.23","1990-03-26","0"
"PKOH","Services","Industrial Equipment Wholesale","USA","1.15","1990-03-26","0"
"MLCO","Services","Resorts & Casinos","Hong Kong","0.60",NULL,"0"
"IFFT",,,,NULL,NULL,"0"
"LOVE","Consumer Goods","Home Furnishings & Fixtures","USA","1.73",NULL,"0"
"SMP","Consumer Goods","Auto Parts","USA","1.46","1987-12-30","0"
"ABG","Services","Auto Dealerships","USA","2.63","2002-03-21","0"
"PMR","Financial","Exchange Traded Fund","USA","0.47","2005-10-26","0"
"ADS","Services","Business Services","USA","4.03","2001-06-15","1"
"WAFU","Services","Education & Training Services","China","0.33",NULL,"0"
"CDNS","Technology","Application Software","USA","1.89","1990-03-26","0"
"IHI","Financial","Exchange Traded Fund","USA","4.03","2006-05-05","0"
"TPH","Industrial Goods","Residential Construction","USA","0.32","2013-01-31","0"
"VER","Financial","REIT - Diversified","USA","0.21",NULL,"0"
"TMO","Healthcare","Medical Laboratories & Research","USA","5.93","1987-09-01","1"
"SDYL","Financial","Exchange Traded Fund","USA","1.75","2012-05-23","0"
"PSO","Services","Publishing - Books","United Kingdom","0.13","1996-11-18","0"
"NVDA","Technology","Semiconductor - Specialized","USA","5.65","1999-01-22","1"
"TROX","Basic Materials","Chemicals - Major Diversified","USA","0.55","2010-12-01","0"
"DSE","Financial","Asset Management","USA","0.12","2014-06-26","0"
"CLAR","Consumer Goods","Sporting Goods","USA","0.41",NULL,"0"
"TYG","Financial","Closed-End Fund - Equity","USA","0.43","2004-02-25","0"
"ST","Technology","Scientific & Technical Instruments","Netherlands","1.04","2010-03-11","0"
"TDS","Technology","Wireless Communications","USA","0.65","1991-09-18","0"
"EL","Consumer Goods","Personal Products","USA","5.19","1995-11-17","1"
"DLB","Technology","Diversified Electronics","USA","1.29","2005-02-17","0"
"DVA","Healthcare","Specialized Health Services","USA","1.65","1995-10-31","1"
"MANH","Technology","Application Software","USA","2.21","1998-04-23","0"
"HMHC","Services","Education & Training Services","USA","0.33","2013-11-14","0"
"PBI","Consumer Goods","Business Equipment","USA","0.29","1972-06-01","1"
"PAHC","Healthcare","Specialized Health Services","USA","1.33","2014-04-11","0"
"SPNE","Healthcare","Medical Appliances & Equipment","USA","0.62",NULL,"0"
"STN","Services","Business Services","Canada","0.36","2005-08-05","0"
"EDC","Financial","Exchange Traded Fund","USA","2.26","2008-12-30","0"
"QD","Technology","Information Technology Services","China","0.41",NULL,"0"
"RGLS","Healthcare","Biotechnology","USA","0.07","2012-10-09","0"
"CAG","Consumer Goods","Processed & Packaged Goods","USA","0.78","1984-09-07","1"
"IHAK","Financial","Exchange Traded Fund","USA","0.34",NULL,"0"
"RFV","Financial","Exchange Traded Fund","USA","1.24","2006-03-07","0"
"FN","Consumer Goods","Electronic Equipment","Cayman Islands","1.93","2010-06-25","0"
"DKS","Services","Sporting Goods Stores","USA","1.38","2002-10-16","0"
"MRNS","Healthcare","Biotechnology","USA","0.16","2007-12-27","0"
"INAG",,,,NULL,NULL,"0"
"FLO","Consumer Goods","Processed & Packaged Goods","USA","0.42","1987-11-05","0"
"COUP","Technology","Internet Software & Services","USA","7.75","2014-03-07","0"
"EPAY","Technology","Business Software & Services","USA","1.39","1999-02-12","0"
"ISRL","Basic Materials","Independent Oil & Gas","USA","1.23","1995-08-18","0"
"PEB","Financial","REIT - Hotel/Motel","USA","0.65","2009-12-09","0"
"ATRO","Industrial Goods","Aerospace/Defense Products & Services","USA","1.03","1984-09-07","0"
"AEF","Financial","Asset Management","United Kingdom","0.09",NULL,"0"
"AFC",,,,NULL,"2007-04-17","0"
"PRO","Technology","Application Software","USA","2.43","2007-07-26","0"
"SVXY","Financial","Exchange Traded Fund","USA","1.41","2011-10-04","0"
"KEP","Utilities","Electric Utilities","South Korea","0.20","1994-10-27","0"
"UHS","Healthcare","Hospitals","USA","3.40","1990-03-26","1"
"ESQ",,,,NULL,NULL,"0"
"RL","Consumer Goods","Textile - Apparel Clothing","USA","3.31","1997-06-12","1"
"ARMK","Services","Specialty Eateries","USA","1.03","2013-12-12","0"
"ITRI","Technology","Scientific & Technical Instruments","USA","1.96","1993-11-05","0"
"AEB",,,,NULL,"2005-11-23","0"
"CLH","Industrial Goods","Waste Management","USA","1.83","1990-03-26","0"
"BHV","Financial","Asset Management","USA","0.26","2002-04-26","0"
"EBIZ","Financial","Exchange Traded Fund","USA","0.27",NULL,"0"
"BMCH","Industrial Goods","General Building Materials","USA","0.69",NULL,"0"
"GDEN","Services","Resorts & Casinos","USA","0.65",NULL,"0"
"XMVM",,,,NULL,NULL,"0"
"RACE","Consumer Goods","Auto Manufacturers - Major","Italy","3.38",NULL,"0"
"COR","Financial","REIT - Office","USA","2.79","2010-09-23","0"
"SHLX","Basic Materials","Oil & Gas Pipelines","USA","0.61","2014-10-29","0"
"FND","Services","Home Improvement Stores","USA","1.88",NULL,"0"
"ZG","Technology","Internet Information Providers","USA","1.69",NULL,"0"
"SPUU","Financial","Exchange Traded Fund","USA","1.15","2014-06-06","0"
"SAL","Financial","Regional - Northeast Banks","USA","1.27","1998-08-25","0"
"FBSS","Financial","Regional - Southeast Banks","USA","0.45","1999-12-23","0"
"MLND","Healthcare","Biotechnology","USA","0.51",NULL,"0"
"NSS",,,,NULL,"2013-01-29","0"
"MDGL","Healthcare","Biotechnology","USA","4.92",NULL,"0"
"ETO","Financial","Closed-End Fund - Equity","USA","0.42","2004-05-26","0"
"OIA","Financial","Closed-End Fund - Debt","USA","0.10","1988-10-05","0"
"COW","Financial","Exchange Traded Fund","USA","1.00","2007-10-25","0"
"PMF","Financial","Closed-End Fund - Debt","USA","0.17","2001-06-27","0"
"CHH","Services","Lodging","USA","1.58","1996-10-16","0"
"GRF","Financial","Asset Management","USA","0.24","2004-01-23","0"
"IBP","Industrial Goods","General Building Materials","USA","1.88","2014-02-13","0"
"EGIF","Financial","Asset Management","USA","0.23",NULL,"0"
"GRID","Financial","Exchange Traded Fund","USA","0.59","2009-11-17","0"
"DAR","Industrial Goods","Waste Management","USA","0.48","1994-09-09","0"
"EYEG","Healthcare","Biotechnology","USA","0.32","0000-00-00","0"
"RBNC",,,,NULL,NULL,"0"
"AMN","Industrial Goods","General Building Materials","USA","1.54",NULL,"0"
"HOLI","Industrial Goods","Industrial Electrical Equipment","China","0.67","2005-08-31","0"
"SLGN","Consumer Goods","Packaging & Containers","USA","0.60","1997-02-14","0"
"CLF","Basic Materials","Industrial Metals & Minerals","USA","0.43","1987-11-05","0"
"SJI","Utilities","Gas Utilities","USA","0.64","1987-12-30","0"
"FLKR","Financial","Exchange Traded Fund","USA","0.22",NULL,"0"
"AMRC","Services","Technical Services","USA","0.43","2010-07-22","0"
"USDP","Services","Railroads","USA","0.29","2014-10-09","0"
"TW","Technology","Information & Delivery Services","USA","1.67","2000-10-11","0"
"SYK","Healthcare","Medical Appliances & Equipment","USA","4.07","1988-02-01","1"
"WW","Services","Personal Services","USA","1.76",NULL,"0"
